log_text,label
- 1121901028 2005.07.20 R14-M1-NF-C:J17-U01 2005-07-20-16.10.28.668844 R14-M1-NF-C:J17-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1117989475 2005.06.05 R33-M1-N5-C:J17-U01 2005-06-05-09.37.55.563512 R33-M1-N5-C:J17-U01 RAS KERNEL INFO generating core.4848,normal
APPSEV 1127988036 2005.09.29 R77-M1-N8-I:J18-U11 2005-09-29-03.00.36.856276 R77-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:60204: Link has been severed,anomaly
- 1119726498 2005.06.25 R04-M0-N3-C:J04-U11 2005-06-25-12.08.18.950686 R04-M0-N3-C:J04-U11 RAS KERNEL INFO generating core.2259,normal
KERNDTLB 1118548063 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-20.47.43.172719 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1131579554 2005.11.09 R62-M0-N9-C:J13-U11 2005-11-09-15.39.14.046173 R62-M0-N9-C:J13-U11 RAS KERNEL INFO iar 00106b98 dear 0246dd9c,normal
"- 1123665153 2005.08.10 R02-M1-NB-C:J15-U11 2005-08-10-02.12.33.791879 R02-M1-NB-C:J15-U11 RAS KERNEL INFO CE sym 5, at 0x146282e0, mask 0x04",normal
KERNSTOR 1118709597 2005.06.13 R11-M1-NA-C:J14-U11 2005-06-13-17.39.57.926723 R11-M1-NA-C:J14-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1131142392 2005.11.04 R62-M0-NC-C:J02-U01 2005-11-04-14.13.12.652652 R62-M0-NC-C:J02-U01 RAS KERNEL INFO iar 001066ac dear 0252529c,normal
- 1122256055 2005.07.24 R37-M1-N2-C:J13-U01 2005-07-24-18.47.35.266839 R37-M1-N2-C:J13-U01 RAS KERNEL INFO generating core.53973,normal
- 1118171333 2005.06.07 R23-M0-N8-I:J18-U01 2005-06-07-12.08.53.731450 R23-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Message code 0 is not 51 or 4294967295,normal
KERNDTLB 1118547042 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-20.30.42.832939 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
APPSEV 1127988028 2005.09.29 R62-M1-NC-I:J18-U11 2005-09-29-03.00.28.149668 R62-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:59762: Link has been severed,anomaly
"APPSEV 1134403735 2005.12.12 R56-M0-N0-I:J18-U11 2005-12-12-08.08.55.220525 R56-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:58168, Link has been severed",anomaly
- 1122166485 2005.07.23 R10-M1-N9-C:J08-U11 2005-07-23-17.54.45.149194 R10-M1-N9-C:J08-U11 RAS KERNEL INFO 5 floating point alignment exceptions,normal
KERNMNTF 1126922667 2005.09.16 R73-M0-N8-I:J18-U11 2005-09-16-19.04.27.905128 R73-M0-N8-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio953 : point /p/gb1,anomaly
"- 1123773340 2005.08.11 R05-M1-ND-C:J15-U01 2005-08-11-08.15.40.097017 R05-M1-ND-C:J15-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 11, bit 7",normal
- 1130123639 2005.10.23 R53-M1-N0-I:J18-U11 2005-10-23-20.13.59.777548 R53-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: generated 128 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/new_vnm.rts,normal
KERNSTOR 1118709520 2005.06.13 R14-M1-NF-C:J07-U01 2005-06-13-17.38.40.265255 R14-M1-NF-C:J07-U01 RAS KERNEL FATAL data storage interrupt,anomaly
KERNDTLB 1118545079 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.57.59.196022 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120351606 2005.07.02 R00-M1-N7-C:J04-U11 2005-07-02-17.46.46.280978 R00-M1-N7-C:J04-U11 RAS KERNEL INFO generating core.3115,normal
"- 1133448313 2005.12.01 R70-M0-NC-C:J08-U11 2005-12-01-06.45.13.891205 R70-M0-NC-C:J08-U11 RAS KERNEL INFO 10682 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
- 1117982608 2005.06.05 R32-M1-NB-C:J03-U01 2005-06-05-07.43.28.158002 R32-M1-NB-C:J03-U01 RAS KERNEL INFO generating core.7635,normal
"- 1127248860 2005.09.20 NULL 2005-09-20-13.41.00.044997 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",normal
KERNDTLB 1118549365 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.09.25.276898 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118549374 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.09.34.018038 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1122165280 2005.07.23 R14-M0-NA-C:J04-U01 2005-07-23-17.34.40.287696 R14-M0-NA-C:J04-U01 RAS KERNEL INFO generating core.7239,normal
"- 1134159562 2005.12.09 R12-M1-N0-I:J18-U01 2005-12-09-12.19.22.467000 R12-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1405./hpl_DD: invalid or missing program image, No such file or directory",normal
- 1119803093 2005.06.26 R34-M0-N7-C:J10-U11 2005-06-26-09.24.53.600482 R34-M0-N7-C:J10-U11 RAS KERNEL INFO program interrupt: illegal instruction......1,normal
"- 1120113564 2005.06.29 R16-M1-N2-C:J17-U01 2005-06-29-23.39.24.266884 R16-M1-N2-C:J17-U01 RAS KERNEL INFO CE sym 0, at 0x1b858ec0, mask 0x40",normal
KERNSTOR 1118767727 2005.06.14 R17-M0-N7-C:J02-U01 2005-06-14-09.48.47.162915 R17-M0-N7-C:J02-U01 RAS KERNEL FATAL data storage interrupt,anomaly
- 1120968508 2005.07.09 R32-M1-N6-C:J09-U01 2005-07-09-21.08.28.905270 R32-M1-N6-C:J09-U01 RAS KERNEL INFO generating core.12774,normal
KERNDTLB 1118543242 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.27.22.552233 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121900795 2005.07.20 R23-M0-ND-C:J05-U11 2005-07-20-16.06.35.069755 R23-M0-ND-C:J05-U11 RAS KERNEL INFO 8 floating point alignment exceptions,normal
KERNMNTF 1125575316 2005.09.01 R32-M0-N8-I:J18-U11 2005-09-01-04.48.36.764024 R32-M0-N8-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio425 : point /p/gb1,anomaly
KERNTERM 1124272142 2005.08.17 R45-M1-NC-C:J16-U01 2005-08-17-02.49.02.077838 R45-M1-NC-C:J16-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1001,anomaly
- 1122405830 2005.07.26 R06-M0-N3-C:J02-U11 2005-07-26-12.23.50.922766 R06-M0-N3-C:J02-U11 RAS KERNEL INFO generating core.363,normal
- 1121442122 2005.07.15 R04-M0-N1-C:J05-U11 2005-07-15-08.42.02.012664 R04-M0-N1-C:J05-U11 RAS KERNEL INFO generating core.4987,normal
- 1121496398 2005.07.15 R11-M1-N9-C:J06-U01 2005-07-15-23.46.38.918977 R11-M1-N9-C:J06-U01 RAS KERNEL INFO generating core.48138,normal
- 1121900575 2005.07.20 R21-M0-NE-C:J03-U01 2005-07-20-16.02.55.256839 R21-M0-NE-C:J03-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
KERNDTLB 1118552744 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.05.44.727619 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"- 1127231366 2005.09.20 R35-M0-N0-C:J07-U01 2005-09-20-08.49.26.146909 R35-M0-N0-C:J07-U01 RAS KERNEL INFO CE sym 12, at 0x1682ed20, mask 0x01",normal
"- 1131601588 2005.11.09 R45-M1-NA-C:J10-U01 2005-11-09-21.46.28.934166 R45-M1-NA-C:J10-U01 RAS KERNEL INFO CE sym 9, at 0x12870760, mask 0x40",normal
- 1123102679 2005.08.03 UNKNOWN_LOCATION 2005-08-03-13.57.59.405432 UNKNOWN_LOCATION NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,normal
- 1121252556 2005.07.13 R00-M0-N7-C:J06-U11 2005-07-13-04.02.36.664278 R00-M0-N7-C:J06-U11 RAS KERNEL INFO 113340016 double-hummer alignment exceptions,normal
KERNDTLB 1118536619 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.36.59.116495 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1133455482 2005.12.01 R24-M1-ND-C:J02-U01 2005-12-01-08.44.42.487600 R24-M1-ND-C:J02-U01 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
KERNSTOR 1118768037 2005.06.14 R05-M0-N6-C:J15-U01 2005-06-14-09.53.57.159044 R05-M0-N6-C:J15-U01 RAS KERNEL FATAL data storage interrupt,anomaly
- 1117957780 2005.06.05 R21-M0-N0-C:J04-U11 2005-06-05-00.49.40.197504 R21-M0-N0-C:J04-U11 RAS KERNEL INFO generating core.2863,normal
- 1131127681 2005.11.04 R62-M0-ND-C:J13-U11 2005-11-04-10.08.01.182336 R62-M0-ND-C:J13-U11 RAS KERNEL INFO iar 00106704 dear 0245b74c,normal
- 1118962103 2005.06.16 R02-M1-N0-C:J12-U11 2005-06-16-15.48.23.149068 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
KERNDTLB 1118553933 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.25.33.365013 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1131126018 2005.11.04 R62-M0-N0-C:J13-U01 2005-11-04-09.40.18.819501 R62-M0-N0-C:J13-U01 RAS KERNEL INFO iar 001069d0 dear 0245ccfc,normal
"APPSEV 1135630222 2005.12.26 R43-M0-NC-I:J18-U11 2005-12-26-12.50.22.790889 R43-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:36275, Link has been severed",anomaly
- 1122580674 2005.07.28 R22-M0-N1-C:J09-U11 2005-07-28-12.57.54.389584 R22-M0-N1-C:J09-U11 RAS KERNEL INFO generating core.15866,normal
- 1118770496 2005.06.14 R26-M0-N3-C:J15-U01 2005-06-14-10.34.56.288921 R26-M0-N3-C:J15-U01 RAS KERNEL FATAL program interrupt: fp compare...............0,normal
- 1121312325 2005.07.13 R26-M0-NC-C:J13-U11 2005-07-13-20.38.45.682505 R26-M0-NC-C:J13-U11 RAS KERNEL INFO generating core.13629,normal
- 1120968135 2005.07.09 R27-M1-N7-C:J17-U01 2005-07-09-21.02.15.944247 R27-M1-N7-C:J17-U01 RAS KERNEL INFO generating core.4456,normal
"- 1133314573 2005.11.29 R47-M1-N8-I:J18-U11 2005-11-29-17.36.13.954117 R47-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001f2",normal
KERNDTLB 1118556612 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.10.12.383032 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
APPSEV 1123936553 2005.08.13 R27-M1-N0-I:J18-U01 2005-08-13-05.35.53.123867 R27-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:37653: Link has been severed,anomaly
- 1122165937 2005.07.23 R16-M0-ND-C:J06-U01 2005-07-23-17.45.37.338139 R16-M0-ND-C:J06-U01 RAS KERNEL INFO 5 floating point alignment exceptions,normal
- 1118915959 2005.06.16 R21-M0-ND-C:J16-U11 2005-06-16-02.59.19.704957 R21-M0-ND-C:J16-U11 RAS KERNEL INFO generating core.4616,normal
- 1119804034 2005.06.26 R01-M0-N9-C:J06-U01 2005-06-26-09.40.34.265083 R01-M0-N9-C:J06-U01 RAS KERNEL INFO program interrupt: fp cr field .............0,normal
- 1120351600 2005.07.02 R00-M1-NE-C:J17-U11 2005-07-02-17.46.40.213806 R00-M1-NE-C:J17-U11 RAS KERNEL INFO generating core.7196,normal
- 1121495800 2005.07.15 R30-M0-ND-C:J17-U11 2005-07-15-23.36.40.239040 R30-M0-ND-C:J17-U11 RAS KERNEL INFO generating core.34928,normal
- 1120953207 2005.07.09 R32-M1-NE-C:J05-U01 2005-07-09-16.53.27.582730 R32-M1-NE-C:J05-U01 RAS KERNEL INFO generating core.12711,normal
- 1119807448 2005.06.26 R07-M1-N9-C:J15-U01 2005-06-26-10.37.28.338749 R07-M1-N9-C:J15-U01 RAS KERNEL INFO store operation.............................0,normal
- 1118814473 2005.06.14 R02-M1-N0-C:J12-U11 2005-06-14-22.47.53.840466 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
KERNTERM 1124352710 2005.08.18 R31-M0-NC-C:J12-U01 2005-08-18-01.11.50.104376 R31-M0-NC-C:J12-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1001,anomaly
- 1118853072 2005.06.15 R36-M0-N5-C:J07-U11 2005-06-15-09.31.12.502288 R36-M0-N5-C:J07-U11 RAS KERNEL INFO generating core.954,normal
- 1119291080 2005.06.20 R03-M1-N3-C:J06-U11 2005-06-20-11.11.20.934179 R03-M1-N3-C:J06-U11 RAS KERNEL INFO generating core.11218,normal
APPSEV 1126539102 2005.09.12 R77-M0-N4-I:J18-U11 2005-09-12-08.31.42.169128 R77-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41158: Link has been severed,anomaly
- 1133448353 2005.12.01 R62-M0-NC-C:J04-U01 2005-12-01-06.45.53.793378 R62-M0-NC-C:J04-U01 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
KERNDTLB 1118558268 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.37.48.394376 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120924612 2005.07.09 R23-M0-N5-C:J10-U11 2005-07-09-08.56.52.360276 R23-M0-N5-C:J10-U11 RAS KERNEL INFO generating core.10201,normal
- 1122431298 2005.07.26 R16-M0-NB-C:J09-U11 2005-07-26-19.28.18.125731 R16-M0-NB-C:J09-U11 RAS KERNEL INFO generating core.29290,normal
- 1120094857 2005.06.29 R06-M0-NA-C:J14-U11 2005-06-29-18.27.37.185062 R06-M0-NA-C:J14-U11 RAS KERNEL INFO 344040 double-hummer alignment exceptions,normal
"- 1127034599 2005.09.18 R07-M0-N8-C:J06-U01 2005-09-18-02.09.59.234651 R07-M0-N8-C:J06-U01 RAS KERNEL INFO CE sym 33, at 0x127496e0, mask 0x40",normal
- 1120786976 2005.07.07 R20-M0-N4-C:J13-U11 2005-07-07-18.42.56.450456 R20-M0-N4-C:J13-U11 RAS KERNEL INFO generating core.59645,normal
KERNDTLB 1118550124 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.22.04.754645 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118549629 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.13.49.772118 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"- 1127456587 2005.09.22 R61-M0-ND-C:J13-U11 2005-09-22-23.23.07.131691 R61-M0-ND-C:J13-U11 RAS KERNEL INFO CE sym 16, at 0x09e3a740, mask 0x08",normal
- 1122430740 2005.07.26 R34-M0-N7-C:J04-U01 2005-07-26-19.19.00.613805 R34-M0-N7-C:J04-U01 RAS KERNEL INFO generating core.33171,normal
- 1131583042 2005.11.09 R63-M0-N1-C:J08-U11 2005-11-09-16.37.22.334578 R63-M0-N1-C:J08-U11 RAS KERNEL INFO iar 00106494 dear 0246db7c,normal
"- 1123914331 2005.08.12 R63-M0-N8-I:J18-U11 2005-08-12-23.25.31.125297 R63-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",normal
KERNDTLB 1118554301 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.31.41.006613 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1131489264 2005.11.08 R62-M0-NE-C:J05-U01 2005-11-08-14.34.24.929299 R62-M0-NE-C:J05-U01 RAS KERNEL INFO iar 00105e78 dear 02f7c76c,normal
- 1120259964 2005.07.01 R37-M0-N7-C:J07-U11 2005-07-01-16.19.24.690757 R37-M0-N7-C:J07-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions,normal
- 1131057773 2005.11.03 R61-M0-N0-C:J14-U11 2005-11-03-14.42.53.223617 R61-M0-N0-C:J14-U11 RAS KERNEL INFO 640404 floating point alignment exceptions,normal
KERNDTLB 1118555000 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.43.20.257523 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"- 1133455663 2005.12.01 R27-M1-N8-C:J16-U11 2005-12-01-08.47.43.882928 R27-M1-N8-C:J16-U11 RAS KERNEL INFO 10654 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
KERNDTLB 1118548276 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-20.51.16.952119 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121902460 2005.07.20 R34-M0-N9-C:J13-U11 2005-07-20-16.34.20.777895 R34-M0-N9-C:J13-U11 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1121313706 2005.07.13 R37-M1-N7-C:J14-U01 2005-07-13-21.01.46.374752 R37-M1-N7-C:J14-U01 RAS KERNEL INFO generating core.25408,normal
KERNDTLB 1118554151 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.29.11.156131 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121495779 2005.07.15 R30-M0-NE-C:J08-U11 2005-07-15-23.36.19.991903 R30-M0-NE-C:J08-U11 RAS KERNEL INFO generating core.54,normal
"- 1132323727 2005.11.18 R02-M0-NA-C:J15-U11 2005-11-18-06.22.07.451622 R02-M0-NA-C:J15-U11 RAS KERNEL INFO CE sym 20, at 0x151a8180, mask 0x02",normal
- 1122162228 2005.07.23 R20-M1-NA-C:J04-U01 2005-07-23-16.43.48.772180 R20-M1-NA-C:J04-U01 RAS KERNEL INFO 5 floating point alignment exceptions,normal
- 1120969627 2005.07.09 R35-M0-N6-C:J14-U01 2005-07-09-21.27.07.887780 R35-M0-N6-C:J14-U01 RAS KERNEL INFO generating core.4804,normal
- 1120446978 2005.07.03 R31-M1-N2-C:J10-U01 2005-07-03-20.16.18.463126 R31-M1-N2-C:J10-U01 RAS KERNEL INFO generating core.27205,normal
KERNDTLB 1118537126 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.45.26.977891 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1118911803 2005.06.16 R30-M1-NF-C:J16-U01 2005-06-16-01.50.03.903007 R30-M1-NF-C:J16-U01 RAS KERNEL INFO generating core.6144,normal
APPCHILD 1119319451 2005.06.20 R00-M0-N4-I:J18-U01 2005-06-20-19.04.11.776473 R00-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,anomaly
- 1133876342 2005.12.06 R12-M0-N0-C:J12-U01 2005-12-06-05.39.02.625511 R12-M0-N0-C:J12-U01 RAS KERNEL FATAL quiet NaN................................0,normal
- 1131060798 2005.11.03 R63-M0-NF-C:J04-U11 2005-11-03-15.33.18.674227 R63-M0-NF-C:J04-U11 RAS KERNEL INFO,normal
- 1119896598 2005.06.27 R22-M0-N0-C:J06-U11 2005-06-27-11.23.18.104258 R22-M0-N0-C:J06-U11 RAS KERNEL INFO generating core.494,normal
KERNDTLB 1118554470 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.34.30.617831 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118554610 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.36.50.883043 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120091712 2005.06.29 R21-M1-N9-C:J17-U01 2005-06-29-17.35.12.507509 R21-M1-N9-C:J17-U01 RAS KERNEL INFO generating core.12327,normal
KERNDTLB 1118538159 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.02.39.369014 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"- 1127264505 2005.09.20 R06-M0-N4-I:J18-U01 2005-09-20-18.01.45.691270 R06-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/yates//broadcast.rts: invalid or missing program image, No such file or directory",normal
- 1120146458 2005.06.30 R06-M1-NF-C:J05-U11 2005-06-30-08.47.38.452857 R06-M1-NF-C:J05-U11 RAS KERNEL INFO generating core.1563,normal
- 1119478878 2005.06.22 R25-M1-NC-C:J03-U11 2005-06-22-15.21.18.417021 R25-M1-NC-C:J03-U11 RAS KERNEL INFO 1969920 double-hummer alignment exceptions,normal
- 1131473377 2005.11.08 R62-M0-NA-C:J04-U11 2005-11-08-10.09.37.180669 R62-M0-NA-C:J04-U11 RAS KERNEL INFO iar 001061e8 dear 0247015c,normal
- 1120953251 2005.07.09 R31-M1-N4-C:J10-U11 2005-07-09-16.54.11.749594 R31-M1-N4-C:J10-U11 RAS KERNEL INFO generating core.9813,normal
- 1118631363 2005.06.12 R31-M1-N7-C:J14-U01 2005-06-12-19.56.03.865927 R31-M1-N7-C:J14-U01 RAS KERNEL INFO generating core.4384,normal
KERNDTLB 1118550329 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.25.29.243141 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1122144075 2005.07.23 R33-M0-N1-C:J12-U01 2005-07-23-11.41.15.499155 R33-M0-N1-C:J12-U01 RAS KERNEL INFO generating core.7617,normal
- 1119055325 2005.06.17 R33-M0-NC-C:J12-U11 2005-06-17-17.42.05.478103 R33-M0-NC-C:J12-U11 RAS KERNEL INFO generating core.10957,normal
APPBUSY 1120908848 2005.07.09 R03-M1-N8-I:J18-U11 2005-07-09-04.34.08.779332 R03-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map: Device or resource busy,anomaly
- 1131581460 2005.11.09 R62-M0-NE-C:J16-U01 2005-11-09-16.11.00.253863 R62-M0-NE-C:J16-U01 RAS KERNEL INFO,normal
- 1122430657 2005.07.26 R22-M1-N3-C:J09-U11 2005-07-26-19.17.37.206229 R22-M1-N3-C:J09-U11 RAS KERNEL INFO generating core.5114,normal
- 1131059565 2005.11.03 R66-M1-N3-C:J05-U11 2005-11-03-15.12.45.125646 R66-M1-N3-C:J05-U11 RAS KERNEL INFO iar 00106228 dear 0244c24c,normal
- 1131127254 2005.11.04 R62-M0-N3-C:J06-U11 2005-11-04-10.00.54.756065 R62-M0-N3-C:J06-U11 RAS KERNEL INFO iar 00106704 dear 0245b83c,normal
APPSEV 1127988294 2005.09.29 R74-M1-N4-I:J18-U01 2005-09-29-03.04.54.768701 R74-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:34494: Link has been severed,anomaly
- 1120968493 2005.07.09 R32-M1-N3-C:J13-U11 2005-07-09-21.08.13.973356 R32-M1-N3-C:J13-U11 RAS KERNEL INFO generating core.31217,normal
- 1120928179 2005.07.09 R27-M0-N5-C:J02-U01 2005-07-09-09.56.19.176152 R27-M0-N5-C:J02-U01 RAS KERNEL INFO generating core.10059,normal
KERNSTOR 1118767695 2005.06.14 R12-M1-NA-C:J16-U11 2005-06-14-09.48.15.604018 R12-M1-NA-C:J16-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1119567459 2005.06.23 R23-M0-NE-C:J11-U01 2005-06-23-15.57.39.140482 R23-M0-NE-C:J11-U01 RAS KERNEL INFO 12364800 double-hummer alignment exceptions,normal
- 1121495570 2005.07.15 R31-M0-N1-C:J03-U01 2005-07-15-23.32.50.572813 R31-M0-N1-C:J03-U01 RAS KERNEL INFO generating core.48339,normal
"- 1130764624 2005.10.31 R53-M0-N4-C:J17-U11 2005-10-31-05.17.04.358899 R53-M0-N4-C:J17-U11 RAS KERNEL INFO CE sym 0, at 0x194d95c0, mask 0x08",normal
"- 1123026792 2005.08.02 UNKNOWN_LOCATION 2005-08-02-16.53.12.832972 UNKNOWN_LOCATION NULL DISCOVERY SEVERE While initializing service card iDo with LP of FF:F2:9F:15:1F:45:00:0D:60:EA:E0:BA caught java.io.IOException: Could not contact iDo with LP=FF:F2:9F:15:1F:45:00:0D:60:EA:E0:BA and IP=/10.0.0.81 because java.lang.RuntimeException: Communication error: (DirectIDo for Uninitialized DirectIDo for FF:F2:9F:15:1F:45:00:0D:60:EA:E0:BA@/10.0.0.81:0 is in state = COMMUNICATION_ERROR, sequenceNumberIsOk = false, ExpectedSequenceNumber = 0, Reply Sequence Number = -1, timedOut = true, retries = 200, timeout = 1000, Expected Op Command = 5, Actual Op Reply = -1, Expected Sync Command = 10, Actual Sync Reply = -1)",normal
- 1133448049 2005.12.01 R51-M1-N1-C:J03-U11 2005-12-01-06.40.49.181325 R51-M1-N1-C:J03-U11 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
- 1119803551 2005.06.26 R04-M0-N5-C:J08-U11 2005-06-26-09.32.31.750789 R04-M0-N5-C:J08-U11 RAS KERNEL INFO data store interrupt caused by icbi.........0,normal
"- 1128832816 2005.10.08 R23-M0-N8-C:J15-U11 2005-10-08-21.40.16.441991 R23-M0-N8-C:J15-U11 RAS KERNEL INFO CE sym 5, at 0x13253280, mask 0x04",normal
- 1120447106 2005.07.03 R21-M1-NA-C:J06-U11 2005-07-03-20.18.26.057682 R21-M1-NA-C:J06-U11 RAS KERNEL INFO generating core.23070,normal
